"sim","srs_beta0","srs_beta1","srs_beta2","srs_conv_msg","srs_data_resampled","audit_recovery"
328,-2.15825275389209,2.82793555742117,-0.146097723522412,"Converged",FALSE,0.5
329,-2.36374602960823,2.46290777487706,-0.0709591294684517,"Converged",FALSE,0.5
330,-1.20596099604907,-0.00569323248150415,-0.125327662508451,"Converged",FALSE,0.5
331,-1.96688333001725,2.13678970077132,-0.125927106607663,"Converged",FALSE,0.5
332,-2.07354587296719,0.669702354707024,-0.012532349464398,"Converged",FALSE,0.5
333,-1.44109557790612,0.931842461313534,-0.110067639585274,"Converged",FALSE,0.5
334,-1.85736246901939,1.55915712401332,-0.118964502013595,"Converged",FALSE,0.5
335,-1.89452850096803,1.41830595146516,-0.0644486865752786,"Converged",FALSE,0.5
336,-2.12630673197082,1.75680270721695,-0.0666671086085047,"Converged",FALSE,0.5
337,-1.65206909406244,1.42499856788065,-0.132886006017973,"Converged",FALSE,0.5
338,-2.20566497060407,1.54124589545484,-0.0352615525415067,"Converged",FALSE,0.5
339,-1.81082751408917,2.12647496511464,-0.161454515828764,"Converged",FALSE,0.5
340,-2.06752411807048,2.38024592142526,-0.0943121542319386,"Converged",FALSE,0.5
341,-1.60979989077715,0.932551623155879,-0.103866860418254,"Converged",FALSE,0.5
342,-1.88193649595777,1.61517443379171,-0.111846252894358,"Converged",FALSE,0.5
343,-1.95795507533983,1.40348029800592,-0.0488852248700535,"Converged",FALSE,0.5
344,-1.84038948990703,1.36428738238453,-0.0690292945491856,"Converged",FALSE,0.5
345,-1.53524959012322,1.36235354081177,-0.162211797911375,"Converged",FALSE,0.5
346,-1.12903404501977,0.804242908110967,-0.213208290896347,"Converged",FALSE,0.5
347,-2.13778927799889,2.70298149436842,-0.145580646820887,"Converged",FALSE,0.5
348,-1.39727821241237,0.552033933476047,-0.11577286238995,"Converged",TRUE,0.5
349,-1.79686395540915,0.819577213191557,-0.0725244499374463,"Converged",FALSE,0.5
350,-1.99127674977704,2.39299613893431,-0.11685935256659,"Converged",FALSE,0.5
351,-1.78491655149566,1.08992537670389,-0.0816256599029342,"Converged",TRUE,0.5
352,-1.39909307861974,-0.304375345266294,-0.0762898235508323,"Converged",FALSE,0.5
353,-1.26163230537228,-0.341861329232417,-0.0829539612511517,"Converged",TRUE,0.5
354,-2.20247576774783,2.33650781500879,-0.0844705651230449,"Converged",FALSE,0.5
355,-1.7552213440973,1.73065928706829,-0.109729178604198,"Converged",FALSE,0.5
356,-1.4397772544017,0.751733548861837,-0.139478925647232,"Converged",FALSE,0.5
357,-1.82035221413824,1.53578253480774,-0.0880400186746145,"Converged",FALSE,0.5
358,-1.64341312026507,1.48219462571006,-0.11673732718344,"Converged",FALSE,0.5
359,-2.23781978557593,2.14106786352893,-0.0489834853059871,"Converged",FALSE,0.5
360,-1.85709841817956,2.09872980227301,-0.123023744006791,"Converged",FALSE,0.5
361,-1.64056037350734,0.0333825528191267,-0.0569267767098688,"Converged",FALSE,0.5
362,-1.85303922673923,1.75568942369534,-0.125447702587329,"Converged",FALSE,0.5
363,-1.42377906892932,1.39330095221583,-0.180631084568077,"Converged",FALSE,0.5
364,-1.91919517584186,1.32693595561568,-0.0443663271350095,"Converged",FALSE,0.5
365,-1.75463320312952,0.936932884716104,-0.056173729252975,"Converged",FALSE,0.5
366,-1.32970759890144,0.43123781482504,-0.12284628471424,"Converged",FALSE,0.5
367,-2.34452076863181,2.75600572260137,-0.0522325376522357,"Converged",FALSE,0.5
368,-1.61592738259234,1.6628248738331,-0.168289485665016,"Converged",FALSE,0.5
369,-2.03881905303737,2.75907142886314,-0.157577266564296,"Converged",FALSE,0.5
370,-2.6716943435399,3.52821782980886,-0.0668700349988958,"Converged",FALSE,0.5
371,-2.96633474556241,3.70202784870978,-0.024838200226478,"Converged",FALSE,0.5
372,-2.0032207596119,1.49016643604919,-0.0293850427150497,"Converged",FALSE,0.5
373,-2.60071493952191,4.06579385090539,-0.114517997404455,"Converged",FALSE,0.5
374,-2.55931825974295,3.32183702936385,-0.0777947992747782,"Converged",FALSE,0.5
375,-2.10396128269787,2.74998736925395,-0.118447263092903,"Converged",FALSE,0.5
376,-1.92648458889871,1.76362083965815,-0.0787607417021355,"Converged",FALSE,0.5
377,-2.32451403966118,2.88467349055222,-0.120536625382759,"Converged",FALSE,0.5
378,-2.37407979489803,3.3459888525564,-0.106200111707163,"Converged",FALSE,0.5
379,-2.07689480036816,2.6703868548585,-0.115514037519291,"Converged",FALSE,0.5
380,-1.58998712832145,0.74098734551553,-0.0924921120521046,"Converged",FALSE,0.5
381,-2.48617589633724,2.37937808120409,-0.0228874080687655,"Converged",FALSE,0.5
382,-1.43830753708462,0.387480007709594,-0.0917795198053563,"Converged",FALSE,0.5
383,-1.78349564959936,1.87808251807578,-0.123982279531944,"Converged",FALSE,0.5
384,-1.86756796857907,1.32864151896261,-0.0814944523567471,"Converged",FALSE,0.5
385,-1.39136059340826,0.888981567226903,-0.108035788382485,"Converged",FALSE,0.5
386,-2.02425020589066,1.25772864900116,-0.0351891634565411,"Converged",FALSE,0.5
387,-1.78507380204568,1.06968755319343,-0.092023183883995,"Converged",FALSE,0.5
388,-1.93851405068792,2.7993671724314,-0.132896456425312,"Converged",FALSE,0.5
389,-2.60130387178326,3.5001842511171,-0.0571141128031407,"Converged",FALSE,0.5
390,-2.1455456596643,3.10573320744417,-0.0901726070021445,"Converged",FALSE,0.5
391,-1.6303758760452,1.2095325035779,-0.0983945605975241,"Converged",FALSE,0.5
392,-2.95102299683841,3.24174759646028,-0.0129480739036257,"Converged",FALSE,0.5
393,-2.53777931124216,3.27637038523918,-0.0515513691917701,"Converged",FALSE,0.5
394,-2.13868835586464,3.1064142490654,-0.117399073205462,"Converged",FALSE,0.5
395,-2.34857431352261,3.34774178110775,-0.109156449959026,"Converged",FALSE,0.5
396,-1.86012661597395,1.76862321082092,-0.108569524671178,"Converged",FALSE,0.5
397,-1.70487607752959,1.20085241184058,-0.100122552096175,"Converged",FALSE,0.5
398,-1.78208312451169,1.66054424272986,-0.1231475208012,"Converged",FALSE,0.5
399,-2.3385043877091,3.811319160768,-0.106182750196096,"Converged",FALSE,0.5
400,-1.81408471789455,0.793546764154054,-0.0724031468522691,"Converged",FALSE,0.5
401,-1.76395060236745,1.42914440859506,-0.107332106059673,"Converged",FALSE,0.5
402,-2.58813659899946,2.45894066220673,-0.0137868709890328,"Converged",FALSE,0.5
403,-2.92412016995457,3.84601940346192,-0.018760589028693,"Converged",FALSE,0.5
404,-2.51582580448639,3.27746833931197,-0.0898546231710338,"Converged",FALSE,0.5
405,-2.31730719260078,3.54108134512397,-0.12288455673958,"Converged",FALSE,0.5
406,-2.44638323943686,2.61142568066171,-0.0600218430180161,"Converged",FALSE,0.5
407,-2.35242164254004,2.03625195541108,-0.0155485297033458,"Converged",FALSE,0.5
408,-1.69866980426743,1.01901754691155,-0.0776669163482956,"Converged",FALSE,0.5
409,-1.50977520269854,1.36512388416919,-0.164392557074118,"Converged",FALSE,0.5
410,-2.05028299068648,1.90832291398097,-0.0574924655521088,"Converged",FALSE,0.5
411,-1.19142947974425,-0.0850795874793631,-0.137681199602238,"Converged",FALSE,0.5
412,-2.124000187495,1.64140014293659,-0.0304504123197631,"Converged",FALSE,0.5
413,-1.63228378615527,1.50123543806025,-0.139831737962111,"Converged",FALSE,0.5
414,-2.06677073750471,2.83404531943382,-0.103086895343065,"Converged",FALSE,0.5
415,-1.84992839763184,1.3090429389538,-0.0744645472022312,"Converged",FALSE,0.5
416,-1.51921799040543,1.01119055879558,-0.139394779063992,"Converged",FALSE,0.5
417,-2.1060747909065,3.68137348240142,-0.162380740589909,"Converged",FALSE,0.5
418,-1.814665519753,2.00317088896368,-0.110593661203852,"Converged",FALSE,0.5
419,-1.63130203563251,1.20933753723648,-0.110770154915761,"Converged",FALSE,0.5
420,-1.84937123030325,1.65835096398211,-0.0943649519016522,"Converged",FALSE,0.5
421,-2.12481479050918,1.61409452754953,-0.0691224687327851,"Converged",FALSE,0.5
422,-1.54965737095334,0.328750298690135,-0.065161767559679,"Converged",FALSE,0.5
423,-1.92739499388316,1.6473748825915,-0.0772142044166267,"Converged",FALSE,0.5
424,-2.14801467787122,2.24260849737871,-0.0606021010029304,"Converged",FALSE,0.5
425,-2.24142858351279,2.91405604718355,-0.10539775942363,"Converged",FALSE,0.5
426,-2.16429040620426,2.78872213820268,-0.112646790290312,"Converged",FALSE,0.5
427,-2.37987607678446,2.77870768539104,-0.0641584371925472,"Converged",FALSE,0.5
428,-2.21860805670313,2.43100036501428,-0.0761625730227701,"Converged",FALSE,0.5
429,-1.99583806068734,1.32202311312646,-0.0205072016930682,"Converged",FALSE,0.5
430,-2.29166254427882,2.40426590481151,-0.0464902360100877,"Converged",FALSE,0.5
431,-2.55601063775113,3.84824486312685,-0.0979395661410528,"Converged",FALSE,0.5
432,-2.4593177749439,2.74104914018864,-0.0218876666274493,"Converged",FALSE,0.5
433,-2.78719495611728,3.74576549884137,-0.0654911137511524,"Converged",FALSE,0.5
434,-2.03471799522894,1.57144619467004,-0.0386960327658168,"Converged",FALSE,0.5
435,-2.06439936571551,1.54977019909863,-0.0610531261537319,"Converged",FALSE,0.5
436,-1.1564487352764,-0.867498527844642,-0.100720146754267,"Converged",FALSE,0.5
437,-2.05864006983711,2.50827354395948,-0.0949648880374287,"Converged",FALSE,0.5
438,-2.29150437278174,2.6919773786623,-0.0683213939833524,"Converged",FALSE,0.5
439,-2.90730726130771,3.96187005929895,-0.0218430713889293,"Converged",FALSE,0.5
440,-1.95097235819771,0.64782760703433,-0.0307148315899727,"Converged",FALSE,0.5
441,-2.33918869666762,2.92496235701736,-0.0700661838346665,"Converged",FALSE,0.5
442,-1.45080750979226,0.221526255513331,-0.0881417225793117,"Converged",FALSE,0.5
443,-2.11764825575683,2.87897904184158,-0.123203876037467,"Converged",FALSE,0.5
444,-2.28204237768819,2.02930602413328,-0.0325544929213422,"Converged",FALSE,0.5
445,-2.49414341559985,4.27797458317964,-0.124202425933091,"Converged",FALSE,0.5
446,-2.276765621927,2.56722064842148,-0.0963181337105101,"Converged",FALSE,0.5
447,-1.31286802951835,-0.160652667978662,-0.102091806435825,"Converged",FALSE,0.5
448,-1.88933104862553,2.63335413019416,-0.165365000850717,"Converged",FALSE,0.5
449,-2.24504413636341,2.72063117947156,-0.12132841839909,"Converged",FALSE,0.5
450,-2.29141220086356,3.27080384346766,-0.0760105547520184,"Converged",FALSE,0.5
451,-2.41191418772221,3.04480111491824,-0.0548109511326597,"Converged",FALSE,0.5
452,-2.97122893221571,4.32290029338228,-0.0605309442280194,"Converged",FALSE,0.5
453,-2.10199060133409,1.55189596911495,-0.0390511433119078,"Converged",FALSE,0.5
454,-1.53149391213752,1.14325634839063,-0.172796616030444,"Converged",FALSE,0.5
455,-2.06961002231526,1.95093968534152,-0.0793826533543459,"Converged",FALSE,0.5
456,-1.73372641888793,1.3307147724586,-0.0929764691622068,"Converged",FALSE,0.5
457,-1.84668821495459,1.39889192227283,-0.0893782960910794,"Converged",FALSE,0.5
458,-1.90240071609458,0.621159689401102,-0.043606571201822,"Converged",FALSE,0.5
459,-1.71267699015079,2.28355967148473,-0.190502137803287,"Converged",FALSE,0.5
460,-1.59905886787669,-0.173960373355649,-0.0216838331536141,"Converged",FALSE,0.5
461,-1.8355093873128,1.06174582211115,-0.0569898953997105,"Converged",FALSE,0.5
462,-1.6037648186474,0.271171114169175,-0.0579096096075203,"Converged",FALSE,0.5
463,-2.30421198265435,1.467893193821,0.0139550304394849,"Converged",FALSE,0.5
464,-1.84377322034771,2.1819613734661,-0.132719516183806,"Converged",FALSE,0.5
465,-1.87985652487669,0.749141013730298,-0.0232386671602365,"Converged",FALSE,0.5
466,-1.15051751464972,0.0681231899247574,-0.128777445038127,"Converged",FALSE,0.5
467,-1.27887594559439,0.228855380318938,-0.140234414811876,"Converged",FALSE,0.5
468,-1.67401062843494,1.17613972423183,-0.0975248222378685,"Converged",FALSE,0.5
469,-2.32836014788161,1.98845873279901,-0.0345438218353266,"Converged",FALSE,0.5
470,-1.47236494528903,1.53537851769188,-0.154394508877134,"Converged",FALSE,0.5
471,-1.34258467146616,1.49970849432447,-0.195365181664597,"Converged",FALSE,0.5
472,-2.52285728008597,3.6703519173821,-0.0796793790871155,"Converged",FALSE,0.5
473,-2.91357962984159,4.66177731532403,-0.0748173902856324,"Converged",FALSE,0.5
474,-2.55652759659432,3.55246079484554,-0.0850383389134896,"Converged",TRUE,0.5
475,-2.44680517672589,4.06414705509845,-0.1585987776426,"Converged",FALSE,0.5
476,-2.80431376082132,4.8849823316483,-0.134821650111571,"Converged",FALSE,0.5
477,-1.80210396626813,1.69672343476919,-0.142822483730893,"Converged",FALSE,0.5
478,-1.56177169284988,1.09943691893691,-0.118111419868649,"Converged",FALSE,0.5
479,-2.44008664061661,3.17554363307575,-0.0932302952507538,"Converged",FALSE,0.5
480,-2.10075142620048,2.39537331267729,-0.111720686795688,"Converged",FALSE,0.5
481,-1.93384232790593,1.83241761636093,-0.119732115931023,"Converged",FALSE,0.5
482,-2.38412136457987,2.51316264651431,-0.0473504323124151,"Converged",FALSE,0.5
483,-1.74674422408679,1.34333643236802,-0.113081506619535,"Converged",FALSE,0.5
484,-1.32220742487203,0.206626300934628,-0.0735287630221231,"Converged",FALSE,0.5
485,-2.38222344867521,2.87595211971403,-0.0989503460672848,"Converged",FALSE,0.5
486,-1.15762123262382,-0.953319445852274,-0.0803608408965206,"Converged",FALSE,0.5
487,-2.31331362374151,2.43930059144181,-0.0597988571705789,"Converged",FALSE,0.5
488,-2.06219090574371,3.05419895590478,-0.132297801292876,"Converged",FALSE,0.5
489,-1.96972560763328,2.01084823565411,-0.122419126279439,"Converged",FALSE,0.5
490,-2.49973362093385,3.66694504470325,-0.11045970600816,"Converged",FALSE,0.5
491,-2.12559125263676,2.18054537161648,-0.0805458363840931,"Converged",FALSE,0.5
492,-1.39151508654924,0.434775508067856,-0.118737616227591,"Converged",FALSE,0.5
493,-2.88640495234773,4.31390929735382,-0.0784911466029211,"Converged",FALSE,0.5
494,-2.12531910168064,2.62344794619349,-0.134553818429666,"Converged",FALSE,0.5
495,-2.11983301493945,2.1447331258976,-0.0991928610223441,"Converged",FALSE,0.5
496,-2.34469327933702,2.65489458112504,-0.0491615464564095,"Converged",FALSE,0.5
497,-2.16186559872272,2.02968906824201,-0.0418341200895441,"Converged",FALSE,0.5
498,-1.78037795004912,1.46448993268827,-0.0789499227660588,"Converged",FALSE,0.5
499,-1.73705282477476,0.715094009000351,-0.0768386165018433,"Converged",FALSE,0.5
500,-2.44522699552633,3.52061174427608,-0.117526037090746,"Converged",FALSE,0.5
501,-2.02123224168256,2.26937561270626,-0.120512015619777,"Converged",FALSE,0.5
502,-2.01081348198269,2.04256457022783,-0.129604771448242,"Converged",FALSE,0.5
503,-2.26887131526366,2.67362544460109,-0.0964406816672027,"Converged",FALSE,0.5
504,-1.94126778527547,2.54647277376656,-0.131187926502886,"Converged",FALSE,0.5
505,-2.85462092070207,3.52205686529151,-0.0113626832493075,"Converged",TRUE,0.5
506,-1.03224599828352,-0.19229492027053,-0.14202332346077,"Converged",FALSE,0.5
507,-2.31819144609551,2.87455971871862,-0.0827141754514644,"Converged",FALSE,0.5
508,-2.10895563501682,1.6769811377671,-0.060007028731181,"Converged",FALSE,0.5
509,-1.01188172014959,-0.347186146971475,-0.132955416865025,"Converged",TRUE,0.5
510,-2.25818533311222,2.47381508148915,-0.0577292159516383,"Converged",FALSE,0.5
511,-1.65564575595026,1.10733946533242,-0.0937870926356916,"Converged",TRUE,0.5
512,-2.71871538843167,4.28934540703766,-0.109003826464032,"Converged",FALSE,0.5
513,-2.62844097565929,2.89633638899946,-0.0158784739014481,"Converged",FALSE,0.5
514,-1.37614854405878,0.93865959795239,-0.110495549461852,"Converged",FALSE,0.5
515,-3.04794572276898,4.10580401398743,-0.0291672792321033,"Converged",FALSE,0.5
516,-2.12059047601676,2.60738922537539,-0.127056886175524,"Converged",FALSE,0.5
517,-1.99102442915409,2.12555848209875,-0.138864045950548,"Converged",FALSE,0.5
518,-2.38913470257724,2.96291126771196,-0.0800334213271877,"Converged",FALSE,0.5
519,-1.87090986352345,1.69230203127504,-0.119082624618005,"Converged",FALSE,0.5
520,-2.05919965845078,2.25212923113224,-0.141933835131004,"Converged",FALSE,0.5
521,-1.62434886606569,1.29986400552054,-0.118780487460167,"Converged",FALSE,0.5
522,-2.11134227931211,1.70162463115372,-0.0520388311317187,"Converged",FALSE,0.5
523,-1.75446067288141,1.68019140405441,-0.12138342840377,"Converged",FALSE,0.5
524,-1.37641904497415,0.867572626200969,-0.171566476304412,"Converged",FALSE,0.5
525,-1.37092099566339,1.41528653258777,-0.14555723648245,"Converged",FALSE,0.5
526,-1.98866376040544,1.36534600316842,-0.0358035265625816,"Converged",FALSE,0.5
527,-1.63632958132582,1.18875783774468,-0.133468177430573,"Converged",TRUE,0.5
528,-2.79000950055478,3.84791531923724,-0.071230060641627,"Converged",FALSE,0.5
529,-1.80316846033388,0.860393280551364,-0.0507008290802926,"Converged",FALSE,0.5
530,-1.83683865275019,1.66283491020989,-0.142195994042123,"Converged",FALSE,0.5
531,-2.07022567882169,1.42558621201272,-0.0406040434763107,"Converged",FALSE,0.5
532,-2.3537168026524,2.9173592030466,-0.0986588268768062,"Converged",FALSE,0.5
533,-2.26379640700696,1.76536811875245,-0.0490307963642716,"Converged",FALSE,0.5
534,-2.71406359428071,2.48639681744662,0.02561570094187,"Converged",FALSE,0.5
535,-2.34390396240445,3.06434455038498,-0.111306888678861,"Converged",FALSE,0.5
536,-1.63958015627295,1.21928595052156,-0.134721784566834,"Converged",FALSE,0.5
537,-1.47971561823864,1.55426531789738,-0.171036123691423,"Converged",FALSE,0.5
538,-1.79658189327793,0.631987783694856,-0.0583320103218885,"Converged",FALSE,0.5
539,-2.27542080345893,2.86099098151793,-0.0554951674534864,"Converged",FALSE,0.5
540,-2.2359038934138,2.56632180221144,-0.0832933753501454,"Converged",FALSE,0.5
541,-2.21522366093899,2.52600885248195,-0.106698805200454,"Converged",FALSE,0.5
542,-2.18737331394643,2.04036972816974,-0.0484572769051198,"Converged",FALSE,0.5
543,-2.65482001955452,3.57327908146285,-0.0611973508460582,"Converged",FALSE,0.5
544,-1.89309510431292,2.42965483577595,-0.159141710728952,"Converged",FALSE,0.5
545,-2.14863699928479,1.88130952377924,-0.114581679275961,"Converged",FALSE,0.5
546,-2.22540679794596,3.4260211210048,-0.15147222479996,"Converged",FALSE,0.5
547,-1.17214857654869,-0.18686517871773,-0.126971028590855,"Converged",FALSE,0.5
548,-3.16573814333423,4.84339497955659,-0.0923196507985801,"Converged",FALSE,0.5
549,-2.3671751987973,3.95542691013304,-0.16410168327104,"Converged",FALSE,0.5
550,-2.50622318126612,2.7914967422121,-0.0367039248408586,"Converged",FALSE,0.5
551,-3.16689164286418,4.87332188386937,-0.0534913580751199,"Converged",FALSE,0.5
552,-2.07631824280828,1.4059019598606,-0.0367405171564389,"Converged",FALSE,0.5
553,-1.59343196893782,0.972224491425743,-0.0954386248613179,"Converged",FALSE,0.5
554,-1.72255568601503,1.45037578132321,-0.12881011985883,"Converged",FALSE,0.5
555,-1.70158820348288,0.994792780734168,-0.070545799722555,"Converged",FALSE,0.5
556,-2.1773413941167,2.87207022704296,-0.113688394840259,"Converged",FALSE,0.5
557,-1.85044924347669,2.44276502535661,-0.153639806782235,"Converged",FALSE,0.5
558,-2.20092435433007,1.99825411514268,-0.0407935241232917,"Converged",TRUE,0.5
559,-1.19519051278262,-0.161154980761817,-0.109378464147718,"Converged",FALSE,0.5
560,-1.74748555628903,1.953042126379,-0.145206318279008,"Converged",FALSE,0.5
561,-2.18620736689989,3.2485225479876,-0.148501932911827,"Converged",FALSE,0.5
562,-1.65152964812847,0.560267259284865,-0.0871375846199184,"Converged",FALSE,0.5
563,-2.06660196297849,2.46315774634119,-0.0975812418767975,"Converged",FALSE,0.5
564,-1.72736213069386,1.25992069867178,-0.081516118567332,"Converged",FALSE,0.5
565,-2.09897932808666,1.96926025338488,-0.0642640517924053,"Converged",FALSE,0.5
566,-1.43870894771794,1.6973327956194,-0.198200745191235,"Converged",FALSE,0.5
567,-1.96951251240746,2.74050163209573,-0.154607903934444,"Converged",FALSE,0.5
568,-1.99069470106596,1.44136466186869,-0.0467844028404579,"Converged",FALSE,0.5
569,-1.75582840695215,1.57463485884038,-0.116014509205827,"Converged",FALSE,0.5
570,-1.85576124202022,2.16880524854211,-0.110580551070095,"Converged",FALSE,0.5
571,-2.39420760261177,3.27115936463513,-0.115073727314524,"Converged",FALSE,0.5
572,-2.21440994232413,2.36797691193123,-0.0673301501798049,"Converged",FALSE,0.5
573,-1.84632864591856,0.392108269484616,-0.038331284442764,"Converged",FALSE,0.5
574,-2.22628970776742,2.86465535987265,-0.104865408437116,"Converged",FALSE,0.5
575,-1.81903633119288,0.467001341040173,-0.0383275850536861,"Converged",FALSE,0.5
576,-2.48626808422409,4.07412022188461,-0.1317523493892,"Converged",FALSE,0.5
577,-2.06579208817867,1.33174821070301,-0.0490170453907155,"Converged",FALSE,0.5
578,-2.00168189623312,2.36293689853415,-0.102192567385209,"Converged",FALSE,0.5
579,-1.40940851993426,0.441200490692982,-0.122455922628616,"Converged",FALSE,0.5
580,-2.0972791943421,1.98170213741192,-0.0599583956149933,"Converged",FALSE,0.5
581,-3.27161541438036,5.17305921883277,-0.0258912598468436,"Converged",FALSE,0.5
582,-1.94650335517697,1.60290058692198,-0.0952471834021889,"Converged",FALSE,0.5
583,-2.30422183989243,3.43638853877169,-0.112546180843204,"Converged",FALSE,0.5
584,-2.30481749173405,2.26116402618962,-0.0690976477894406,"Converged",FALSE,0.5
585,-1.85328555917062,1.54439841437975,-0.0773219060105834,"Converged",FALSE,0.5
586,-2.2183742946145,3.15802542245707,-0.109662323287307,"Converged",FALSE,0.5
587,-2.3553892186329,2.480673357593,-0.0712218873513413,"Converged",FALSE,0.5
588,-2.4765202126468,2.81420403346015,-0.0658779905881199,"Converged",FALSE,0.5
589,-1.72728582283797,2.39261984287478,-0.161923534785991,"Converged",FALSE,0.5
590,-1.76763399285153,1.10926177931402,-0.0843556164577821,"Converged",FALSE,0.5
591,-0.904651054268146,-0.748006416090663,-0.169439197176026,"Converged",FALSE,0.5
592,-1.37437640812205,-0.0509243065397753,-0.0905436414131891,"Converged",FALSE,0.5
593,-2.13439229587875,3.20274088587725,-0.109873582220336,"Converged",FALSE,0.5
594,-1.84842555288657,1.08584950173918,-0.0592595635063443,"Converged",FALSE,0.5
595,-2.46989950747822,2.91901491115078,-0.0784697634418987,"Converged",FALSE,0.5
596,-2.2879723801696,3.26107095404771,-0.118363704914489,"Converged",FALSE,0.5
597,-2.61049528628548,4.38569636537059,-0.150292096346846,"Converged",FALSE,0.5
598,-1.71726943114781,2.34189311897897,-0.151600447495461,"Converged",FALSE,0.5
599,-2.02956939252538,2.13574972536989,-0.0855712525909412,"Converged",FALSE,0.5
600,-1.64152444543743,1.21118983544915,-0.122794700946576,"Converged",FALSE,0.5
601,-1.78636709724658,1.21706670667877,-0.0833617955786738,"Converged",FALSE,0.5
602,-2.1776577853091,3.25339532142127,-0.207196734437536,"Converged",FALSE,0.5
603,-2.35808479097653,3.33337823389495,-0.101579477273656,"Converged",FALSE,0.5
604,-2.35150728658855,3.27335013336384,-0.123662050498295,"Converged",FALSE,0.5
605,-1.73239638932522,1.21661802572401,-0.078144316874837,"Converged",FALSE,0.5
606,-2.29849632527437,2.3049516233976,-0.0675382943196329,"Converged",FALSE,0.5
607,-2.39547314427177,2.89704771696385,-0.0912620125099288,"Converged",FALSE,0.5
608,-2.25837565973534,2.40482639126916,-0.0741826102823614,"Converged",TRUE,0.5
609,-2.10775516823364,2.03237138122128,-0.0704850117174901,"Converged",FALSE,0.5
610,-2.23825726319271,2.42078139952789,-0.0649373427658183,"Converged",FALSE,0.5
611,-1.52764253367542,0.147526266631345,-0.0638355557824645,"Converged",FALSE,0.5
612,-2.23708817915616,3.26571732090611,-0.11686555769692,"Converged",FALSE,0.5
613,-1.94794183212365,1.55061131107637,-0.100262921145713,"Converged",FALSE,0.5
614,-1.84010628792478,2.26265607581585,-0.147391875594523,"Converged",FALSE,0.5
615,-1.50795160678379,0.960035507712424,-0.100964564180523,"Converged",FALSE,0.5
616,-2.1045868155076,1.88060975304476,-0.075425823683377,"Converged",FALSE,0.5
617,-2.37566304785803,3.5428045901549,-0.0794990724450374,"Converged",FALSE,0.5
618,-3.43869897060704,6.25496601655661,-0.10897770851504,"Converged",FALSE,0.5
619,-2.12308652299548,2.36221522657868,-0.0939847663282333,"Converged",FALSE,0.5
620,-2.45581173816131,3.9559858261725,-0.126812455134426,"Converged",FALSE,0.5
621,-2.49379824606286,3.78604779984142,-0.0935375411591109,"Converged",FALSE,0.5
622,-1.91310911391784,1.32857783428378,-0.0558515248978192,"Converged",FALSE,0.5
623,-2.5668545457965,3.12178310677363,-0.073887074847993,"Converged",FALSE,0.5
624,-2.10220769919026,2.60808105478083,-0.107870625024314,"Converged",FALSE,0.5
625,-2.62017682278996,4.3791077448051,-0.113207055174313,"Converged",FALSE,0.5
626,-1.46414509399801,0.219282097026383,-0.0668441937020124,"Converged",FALSE,0.5
627,-2.01862256262762,1.64165494648843,-0.0587117302913427,"Converged",FALSE,0.5
628,-2.02835267411175,1.24978185897652,-0.0772054429085509,"Converged",FALSE,0.5
629,-1.06256474393254,0.0638168191719445,-0.175246210855592,"Converged",FALSE,0.5
630,-2.19989072280964,2.38453523269494,-0.08234793089727,"Converged",FALSE,0.5
631,-2.92612592258311,5.52294420281417,-0.169842549892596,"Converged",FALSE,0.5
632,-1.98967398997932,1.75139410090571,-0.0608505669327176,"Converged",FALSE,0.5
633,-1.3893167971863,0.273619977189091,-0.1010312101737,"Converged",FALSE,0.5
634,-2.21889891532802,2.2353742517767,-0.0670760052947558,"Converged",FALSE,0.5
635,-2.00587841178328,1.9460296150291,-0.104784768745277,"Converged",TRUE,0.5
636,-1.98487939860852,0.77470059360242,0.00550479947482835,"Converged",FALSE,0.5
637,-2.23110332380907,2.09799478233994,-0.0544827415008762,"Converged",FALSE,0.5
638,-2.63228321986006,3.58676397336047,-0.0861911402691042,"Converged",FALSE,0.5
639,-1.16280224316041,-0.875708138771766,-0.0737166728336223,"Converged",FALSE,0.5
640,-1.74358968013936,2.11747825813316,-0.127341756091546,"Converged",FALSE,0.5
641,-1.41524404962286,0.361769282997348,-0.117929484921946,"Converged",FALSE,0.5
642,-3.03415487406944,3.92122718799198,-0.0519766421999297,"Converged",FALSE,0.5
643,-1.80610100120534,2.24235021176432,-0.14684981054615,"Converged",FALSE,0.5
644,-1.70545857744014,1.39647333281284,-0.0958149977136831,"Converged",FALSE,0.5
645,-1.29456292500793,-0.26322614673644,-0.0857444273075696,"Converged",FALSE,0.5
646,-1.28703770277219,0.438031369529862,-0.180696828692006,"Converged",FALSE,0.5
647,-1.80760265629661,2.43155641539306,-0.152899595776237,"Converged",FALSE,0.5
648,-1.83700109037924,1.99337448531334,-0.128628677884548,"Converged",FALSE,0.5
649,-1.81990923801745,0.868554188476061,-0.0794158354633343,"Converged",FALSE,0.5
650,-3.0829507312686,4.22679736471417,-0.0462054318801307,"Converged",FALSE,0.5
651,-1.9102269866636,1.17489014257104,-0.0844880620837551,"Converged",FALSE,0.5
652,-1.64671952404367,0.394843510317575,-0.0536432417524738,"Converged",FALSE,0.5
653,-2.10740611584095,2.6289555414958,-0.105199125049609,"Converged",FALSE,0.5
654,-1.80530115367901,0.445184578250187,-0.0749337898231718,"Converged",FALSE,0.5
